"SERVICEINSTNUM","ACCOUNT_NAME","CUSTOMER_SEGMENT","KAM_CATEGORY","SALES_DIVISION","SALES_DEPARTMENT","TERMINATION_REASON","TERM_REASON","MONT_TERMINATION_DATE","MON_TERMINATION_DATE","YEAR_TERMINATION_DATE","CATEGORY_PRODUCT","PRODUCT_LV2","TARIF","TOTAL_BULJAR"
"2023366676","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","IPVPN",7500000,90000000
"2023366876","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","IPVPN",7500000,90000000
"2023366882","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","IPVPN",7500000,90000000
"2023367061","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",1500000,18000000
"2023367060","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",1500000,18000000
"2023367058","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",1500000,18000000
"2023367059","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",1500000,18000000
"2023367057","DINAS KOMUNIKASI DAN INFORMATIKA KAB. MIMIKA","GOVERNMENT","SKA 2","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",1500000,18000000
"2021266391","BANK MANDIRI (PERSERO)","FINANCE BANK","SKA 1","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 2","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","LA VSAT",859091,10309092
"2021273761","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020236637","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",3900000,46800000
"2013000012","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2800000,33600000
"2020233074","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2015006326","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Pengadaan Sendiri","","01","Jan","2024","OTHERS","VALUE ADDED SERVICES",300000,3600000
"2020233058","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233067","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233068","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233094","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233065","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233072","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2022333312","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233078","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233070","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2020233075","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",2250000,27000000
"2023370423","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","LA MANAGED CPE",1000000,12000000
"2023370489","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",650000,7800000
"2023370550","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",350000,4200000
"2023370417","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","LA MANAGED CPE",1000000,12000000
"2023370484","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",650000,7800000
"2023370545","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",350000,4200000
"2020218011","BANK OCBC NISP TBK","FINANCE BANK","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",600000,7200000
"2020223906","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2018002082","ADIRA DINAMIKA MULTI FINANCE","FINANCE NON-BANK","SKA 1","BILLING AND REVENUE ASSURANCE","RECEIVABLE COLLECTION","Effisiensi","","01","Jan","2024","CONNECTITIVY","IPVPN",6380694,76568328
"2019014007","ARTAJASA PEMBAYARAN ELEKTRONIS","DIGITAL COMPANY","SKA 2","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 1 FINANCIAL AND SUPPLY CHAIN","Pengadaan Sendiri","","01","Jan","2024","OTHERS","VALUE ADDED SERVICES",247600000,2971200000
"2013006261","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Pengadaan Sendiri","","01","Jan","2024","OTHERS","VALUE ADDED SERVICES",300000,3600000
"2022328761","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Mutasi","","01","Jan","2024","CONNECTITIVY","LA MANAGED CPE",2000000,24000000
"2022341090","FOODS BEVERAGES INDONESIA","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Mutasi","","01","Jan","2024","CONNECTITIVY","LA MANAGED CPE",2000000,24000000
"2014004739","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Pengadaan Sendiri","","01","Jan","2024","OTHERS","VALUE ADDED SERVICES",300000,3600000
"2022309410","NINDYA - BINA NUSA LESTARI KSO","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",31500000,378000000
"2023347974","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023347914","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2022341223","MALL PELAYANAN PUBLIK KOTA BUKITTINGGI","GOVERNMENT","NA","WEST INDONESIA REGIONAL","CENTRAL SUMATRA AREA","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",28801051,345612612
"2022341226","MALL PELAYANAN PUBLIK KOTA BUKITTINGGI","GOVERNMENT","NA","WEST INDONESIA REGIONAL","CENTRAL SUMATRA AREA","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA MANAGED CPE",0,0
"2022341225","MALL PELAYANAN PUBLIK KOTA BUKITTINGGI","GOVERNMENT","NA","WEST INDONESIA REGIONAL","CENTRAL SUMATRA AREA","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",5000000,60000000
"2018000981","ACE HARDWARE INDONESIA TBK.","MANUFACTURE RETAIL AND DISTRIBUTION","SKA 1","FINANCIAL AND SUPPLY CHAIN STRATEGIC ACCOUNT","STRATEGIC KEY ACCOUNT FINANCIAL AND SUPPLY CHAIN","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",3080000,36960000
"2023348173","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023348172","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023348174","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023348175","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023348177","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2023348176","POLITEKNIK KESEHATAN KEMENKES PALU","SERVICES","NA","REGIONAL COMMERCE","SULAMPUA COMMERCIAL","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","LA BROADBAND INTERNET",0,0
"2020235802","BERKAT INTI POLINDO","MANUFACTURE RETAIL AND DISTRIBUTION","NA","CENTRAL INDONESIA REGIONAL","WEST JAVA AREA","Harga","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",1600000,19200000
"2020230584","ARTAJASA PEMBAYARAN ELEKTRONIS","DIGITAL COMPANY","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 3","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",5400000,64800000
"2021256177","ARTAJASA PEMBAYARAN ELEKTRONIS","DIGITAL COMPANY","SKA 2","FSI AND DIGITAL COMPANIES ACCOUNT","FSI AND DIGITAL COMPANIES ACCOUNT 3","Mutasi","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",6000000,72000000
"2019005905","BANK PEMBANGUNAN DAERAH RIAU","FINANCE BANK","KA","WEST INDONESIA REGIONAL","CENTRAL SUMATRA AREA","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",3500000,42000000
"2022323155_RLS_031123121437","TRIGUNA AKSES TEKNOLOGI","ICT PROVIDER","Wholesale","REGIONAL COMMERCE","NORTH AND CENTRAL SUMATERA COMMERCIAL","Masa Kontrak(Project Berakhir)","PROJECT SELESAI","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",900901,10810812
"2013006249","CITILINK INDONESIA","TRANSPORTATION","KA","REGIONAL COMMERCE","DIY, CENTRAL AND EAST JAVA COMMERCIAL","Pengadaan Sendiri","","01","Jan","2024","OTHERS","VALUE ADDED SERVICES",300000,3600000
"2016000615","JAMINAN KREDIT INDONESIA","FINANCE NON-BANK","KA","CENTRAL INDONESIA REGIONAL","WEST JAVA AREA","Tutup Cabang","","01","Jan","2024","CONNECTITIVY","IPVPN",3100000,37200000
"2010007162","BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK (BANK BJB)","FINANCE BANK","SKA 1","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Mutasi","","01","Jan","2024","CONNECTITIVY","IPVPN",3700000,44400000
"2018008313","CITRA ANANDA","SERVICES","NA","MRD, REGULAR AND ACQUISITION ACCOUNT","NATIONAL ACCOUNT 2","Effisiensi","","01","Jan","2024","CONNECTITIVY","LA DEDICATED INTERNET",5500000,66000000
"2020223907","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020223907","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020223908","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020223908","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020218073","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020218073","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020217390","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020217390","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020218063","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020224519","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020222382","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020223607","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020223608","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020222379","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2020222380","MABES KORLANTAS POLRI","GOVERNMENT","SKA 1","RESOURCES AND PUBLIC SECTOR STRATEGIC ACCOUNT","EMERGING ACCOUNT AND KEY ACCOUNT 2 RESOURCES AND PUBLIC SECTOR","Masa Kontrak(Project Berakhir)","","01","Jan","2024","CONNECTITIVY","METRO ETHERNET",0,0
"2023369398","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023369401","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023369402","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023369404","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023369405","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023369406","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377374","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377375","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377376","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377377","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377378","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377379","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377380","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377381","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377382","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377383","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377384","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377385","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377386","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377387","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377388","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377389","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377390","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
"2023377391","MANDAU CIPTA TENAGA NUSANTARA","SERVICES","NA","RESOURCES AND PUBLIC SECTOR ACCOUNT","RESOURCES ACCOUNT 1","Admin Only / OTC","","01","Jan","2024","CONNECTITIVY","LA RADIO COMMUNICATION",0,0
